SID,gender,age,trial,step,submitted,instanceID,itemID,weight,value,selected,totalWeight,totalValue,selectStatus,difficulty_estimate,performance_estimate,weights,values,capacity,group,solution_val,solution_comb,sahniK,n_item,normalized_capacity,normalized_profit,ratio
102,F,20,0,1,0,0,2,3,42,1,3,42,[0. 0. 1. 0. 0. 0. 0.],4,40,[39 14  3 35  1  6 47],[ 2 37 42  7 45 11 33],65.0,over,157,"[1, 2, 4, 6]",1,7,0.4482758620689655,0.8870056497175142,0.6824425452994163
102,F,20,0,2,0,0,4,1,45,1,4,87,[0. 0. 1. 0. 1. 0. 0.],4,40,[39 14  3 35  1  6 47],[ 2 37 42  7 45 11 33],65.0,over,157,"[1, 2, 4, 6]",1,7,0.4482758620689655,0.8870056497175142,0.6824425452994163
102,F,20,0,3,0,0,1,14,37,1,18,124,[0. 1. 1. 0. 1. 0. 0.],4,40,[39 14  3 35  1  6 47],[ 2 37 42  7 45 11 33],65.0,over,157,"[1, 2, 4, 6]",1,7,0.4482758620689655,0.8870056497175142,0.6824425452994163
102,F,20,0,4,0,0,5,6,11,1,24,135,[0. 1. 1. 0. 1. 1. 0.],4,40,[39 14  3 35  1  6 47],[ 2 37 42  7 45 11 33],65.0,over,157,"[1, 2, 4, 6]",1,7,0.4482758620689655,0.8870056497175142,0.6824425452994163
102,F,20,0,5,0,0,3,35,7,1,59,142,[0. 1. 1. 1. 1. 1. 0.],4,40,[39 14  3 35  1  6 47],[ 2 37 42  7 45 11 33],65.0,over,157,"[1, 2, 4, 6]",1,7,0.4482758620689655,0.8870056497175142,0.6824425452994163
102,F,20,0,6,0,0,3,35,7,0,24,135,[0. 1. 1. 0. 1. 1. 0.],4,40,[39 14  3 35  1  6 47],[ 2 37 42  7 45 11 33],65.0,over,157,"[1, 2, 4, 6]",1,7,0.4482758620689655,0.8870056497175142,0.6824425452994163
102,F,20,0,7,0,0,3,35,7,1,59,142,[0. 1. 1. 1. 1. 1. 0.],4,40,[39 14  3 35  1  6 47],[ 2 37 42  7 45 11 33],65.0,over,157,"[1, 2, 4, 6]",1,7,0.4482758620689655,0.8870056497175142,0.6824425452994163
102,F,20,0,8,0,0,3,35,7,0,24,135,[0. 1. 1. 0. 1. 1. 0.],4,40,[39 14  3 35  1  6 47],[ 2 37 42  7 45 11 33],65.0,over,157,"[1, 2, 4, 6]",1,7,0.4482758620689655,0.8870056497175142,0.6824425452994163
102,F,20,0,9,0,0,1,14,37,0,10,98,[0. 0. 1. 0. 1. 1. 0.],4,40,[39 14  3 35  1  6 47],[ 2 37 42  7 45 11 33],65.0,over,157,"[1, 2, 4, 6]",1,7,0.4482758620689655,0.8870056497175142,0.6824425452994163
102,F,20,0,10,0,0,1,14,37,1,24,135,[0. 1. 1. 0. 1. 1. 0.],4,40,[39 14  3 35  1  6 47],[ 2 37 42  7 45 11 33],65.0,over,157,"[1, 2, 4, 6]",1,7,0.4482758620689655,0.8870056497175142,0.6824425452994163
102,F,20,0,11,0,0,3,35,7,1,59,142,[0. 1. 1. 1. 1. 1. 0.],4,40,[39 14  3 35  1  6 47],[ 2 37 42  7 45 11 33],65.0,over,157,"[1, 2, 4, 6]",1,7,0.4482758620689655,0.8870056497175142,0.6824425452994163
102,F,20,0,12,1,0,-1,47,33,-1,59,142,[0. 1. 1. 1. 1. 1. 0.],4,40,[39 14  3 35  1  6 47],[ 2 37 42  7 45 11 33],65.0,over,157,"[1, 2, 4, 6]",1,7,0.4482758620689655,0.8870056497175142,0.6824425452994163
102,F,20,1,1,0,1,0,15,20,1,15,20,[1. 0. 0. 0. 0. 0. 0.],5,70,[15 47 46 18  1  6 24],[20 35 13  7  5 41 21],63.0,trans,89,"[0, 3, 5, 6]",3,7,0.4012738853503185,0.6267605633802817,0.44592039108765447
102,F,20,1,2,0,1,5,6,41,1,21,61,[1. 0. 0. 0. 0. 1. 0.],5,70,[15 47 46 18  1  6 24],[20 35 13  7  5 41 21],63.0,trans,89,"[0, 3, 5, 6]",3,7,0.4012738853503185,0.6267605633802817,0.44592039108765447
102,F,20,1,3,0,1,4,1,5,1,22,66,[1. 0. 0. 0. 1. 1. 0.],5,70,[15 47 46 18  1  6 24],[20 35 13  7  5 41 21],63.0,trans,89,"[0, 3, 5, 6]",3,7,0.4012738853503185,0.6267605633802817,0.44592039108765447
102,F,20,1,4,0,1,6,24,21,1,46,87,[1. 0. 0. 0. 1. 1. 1.],5,70,[15 47 46 18  1  6 24],[20 35 13  7  5 41 21],63.0,trans,89,"[0, 3, 5, 6]",3,7,0.4012738853503185,0.6267605633802817,0.44592039108765447
102,F,20,1,5,1,1,-1,24,21,-1,46,87,[1. 0. 0. 0. 1. 1. 1.],5,70,[15 47 46 18  1  6 24],[20 35 13  7  5 41 21],63.0,trans,89,"[0, 3, 5, 6]",3,7,0.4012738853503185,0.6267605633802817,0.44592039108765447
102,F,20,2,1,0,2,1,2,7,1,2,7,[0. 1. 0. 0. 0. 0. 0. 0.],6,80,[32  2 12 47 24 44 42 38],[ 2  7  1 33 19 16 15 49],102.0,trans,90,"[1, 2, 3, 7]",1,8,0.42323651452282157,0.6338028169014085,0.4038067329353883
102,F,20,2,2,0,2,7,38,49,1,40,56,[0. 1. 0. 0. 0. 0. 0. 1.],6,80,[32  2 12 47 24 44 42 38],[ 2  7  1 33 19 16 15 49],102.0,trans,90,"[1, 2, 3, 7]",1,8,0.42323651452282157,0.6338028169014085,0.4038067329353883
102,F,20,2,3,0,2,4,24,19,1,64,75,[0. 1. 0. 0. 1. 0. 0. 1.],6,80,[32  2 12 47 24 44 42 38],[ 2  7  1 33 19 16 15 49],102.0,trans,90,"[1, 2, 3, 7]",1,8,0.42323651452282157,0.6338028169014085,0.4038067329353883
102,F,20,2,4,0,2,3,47,33,1,111,108,[0. 1. 0. 1. 1. 0. 0. 1.],6,80,[32  2 12 47 24 44 42 38],[ 2  7  1 33 19 16 15 49],102.0,trans,90,"[1, 2, 3, 7]",1,8,0.42323651452282157,0.6338028169014085,0.4038067329353883
102,F,20,2,5,0,2,4,24,19,0,87,89,[0. 1. 0. 1. 0. 0. 0. 1.],6,80,[32  2 12 47 24 44 42 38],[ 2  7  1 33 19 16 15 49],102.0,trans,90,"[1, 2, 3, 7]",1,8,0.42323651452282157,0.6338028169014085,0.4038067329353883
102,F,20,2,6,0,2,2,12,1,1,99,90,[0. 1. 1. 1. 0. 0. 0. 1.],6,80,[32  2 12 47 24 44 42 38],[ 2  7  1 33 19 16 15 49],102.0,trans,90,"[1, 2, 3, 7]",1,8,0.42323651452282157,0.6338028169014085,0.4038067329353883
102,F,20,2,7,1,2,-1,38,49,-1,99,90,[0. 1. 1. 1. 0. 0. 0. 1.],6,80,[32  2 12 47 24 44 42 38],[ 2  7  1 33 19 16 15 49],102.0,trans,90,"[1, 2, 3, 7]",1,8,0.42323651452282157,0.6338028169014085,0.4038067329353883
