SID,trial,step,instanceOnset,difficultyEstOnset,performanceEstOnset,decisionStartOnset,stepTime
101,0,1,1572642345.771684,1572642355.7726839,1572642359.1820247,1572642362.3393402,1572642363.5444608
101,0,2,1572642345.771684,1572642355.7726839,1572642359.1820247,1572642362.3393402,1572642364.4315498
101,0,3,1572642345.771684,1572642355.7726839,1572642359.1820247,1572642362.3393402,1572642371.23723
101,0,4,1572642345.771684,1572642355.7726839,1572642359.1820247,1572642362.3393402,1572642373.0844147
101,0,5,1572642345.771684,1572642355.7726839,1572642359.1820247,1572642362.3393402,1572642389.8460908
101,0,6,1572642345.771684,1572642355.7726839,1572642359.1820247,1572642362.3393402,-1
101,1,1,1572642400.43915,1572642410.44015,1572642413.511457,1572642415.9066968,1572642417.2638323
101,1,2,1572642400.43915,1572642410.44015,1572642413.511457,1572642415.9066968,1572642423.9064965
101,1,3,1572642400.43915,1572642410.44015,1572642413.511457,1572642415.9066968,1572642425.560662
101,1,4,1572642400.43915,1572642410.44015,1572642413.511457,1572642415.9066968,1572642438.973003
101,1,5,1572642400.43915,1572642410.44015,1572642413.511457,1572642415.9066968,-1
101,2,1,1572642447.6778734,1572642457.6778734,1572642459.7370794,1572642461.396245,1572642463.0134068
101,2,2,1572642447.6778734,1572642457.6778734,1572642459.7370794,1572642461.396245,1572642463.5824637
101,2,3,1572642447.6778734,1572642457.6778734,1572642459.7370794,1572642461.396245,1572642464.5245578
101,2,4,1572642447.6778734,1572642457.6778734,1572642459.7370794,1572642461.396245,1572642464.9726026
101,2,5,1572642447.6778734,1572642457.6778734,1572642459.7370794,1572642461.396245,1572642472.0803134
101,2,6,1572642447.6778734,1572642457.6778734,1572642459.7370794,1572642461.396245,1572642477.736879
101,2,7,1572642447.6778734,1572642457.6778734,1572642459.7370794,1572642461.396245,-1
101,3,1,1572642503.3504403,1572642513.3514402,1572642519.2440293,1572642523.141419,1572642525.721677
101,3,2,1572642503.3504403,1572642513.3514402,1572642519.2440293,1572642523.141419,1572642540.8781924
101,3,3,1572642503.3504403,1572642513.3514402,1572642519.2440293,1572642523.141419,1572642541.7912836
101,3,4,1572642503.3504403,1572642513.3514402,1572642519.2440293,1572642523.141419,1572642543.4414487
101,3,5,1572642503.3504403,1572642513.3514402,1572642519.2440293,1572642523.141419,1572642547.7488797
101,3,6,1572642503.3504403,1572642513.3514402,1572642519.2440293,1572642523.141419,1572642598.2739315
101,3,7,1572642503.3504403,1572642513.3514402,1572642519.2440293,1572642523.141419,-1
101,4,1,1572642599.919096,1572642609.920096,1572642612.671371,1572642615.231627,1572642621.0392077
101,4,2,1572642599.919096,1572642609.920096,1572642612.671371,1572642615.231627,1572642625.6566694
101,4,3,1572642599.919096,1572642609.920096,1572642612.671371,1572642615.231627,1572642626.3647404
101,4,4,1572642599.919096,1572642609.920096,1572642612.671371,1572642615.231627,-1
101,5,1,1572642646.9948032,1572642656.995803,1572642659.545058,1572642661.704274,1572642662.686372
101,5,2,1572642646.9948032,1572642656.995803,1572642659.545058,1572642661.704274,1572642663.324436
101,5,3,1572642646.9948032,1572642656.995803,1572642659.545058,1572642661.704274,1572642685.4496481
101,5,4,1572642646.9948032,1572642656.995803,1572642659.545058,1572642661.704274,-1
101,6,1,1572642686.76878,1572642696.76878,1572642701.5942626,1572642704.4395468,1572642707.0428073
101,6,2,1572642686.76878,1572642696.76878,1572642701.5942626,1572642704.4395468,1572642707.6718702
101,6,3,1572642686.76878,1572642696.76878,1572642701.5942626,1572642704.4395468,1572642711.9132943
101,6,4,1572642686.76878,1572642696.76878,1572642701.5942626,1572642704.4395468,1572642733.2594285
101,6,5,1572642686.76878,1572642696.76878,1572642701.5942626,1572642704.4395468,1572642742.442347
101,6,6,1572642686.76878,1572642696.76878,1572642701.5942626,1572642704.4395468,1572642768.4349458
101,6,7,1572642686.76878,1572642696.76878,1572642701.5942626,1572642704.4395468,-1
101,7,1,1572642772.2273252,1572642782.2283251,1572642783.4134436,1572642790.718174,1572642792.1723194
101,7,2,1572642772.2273252,1572642782.2283251,1572642783.4134436,1572642790.718174,1572642793.7624784
101,7,3,1572642772.2273252,1572642782.2283251,1572642783.4134436,1572642790.718174,1572642794.1265147
101,7,4,1572642772.2273252,1572642782.2283251,1572642783.4134436,1572642790.718174,1572642804.3535373
101,7,5,1572642772.2273252,1572642782.2283251,1572642783.4134436,1572642790.718174,-1
